DOI;Abstract
10.5751/ES-13544-270405;"Traditional flood risk paradigms and associated strategies are no longer sufficient to address global flood adaptation challenges due to climate change and continued development in floodplains. The current flood adaptation approach is failing to take advantage of the benefits provided by intact ecosystems and perpetuates social and economic inequities, leaving those who are most vulnerable at highest risk. Rooted in the experiences of the United States, we propose a new framework, the Flood Adaptation Hierarchy, which prioritizes outcomes into six tiers. Overall, the tiers distinguish between nature and nature-based solutions, with preference given to natural ecosystems. The most important outcome in our hierarchy is to avoid risk by protecting and restoring natural floodplains; next, eliminate risk by moving communities away from danger; and then to accommodate water with passive measures and active risk reduction measures. We include, but deprioritize, a defense of community assets using nature-based engineering and hardened engineering. Throughout the hierarchy, we provide guidance on the equity considerations of flood adaptation decision making and highlight “impacts,” “resources,” and “voices” as important equity dimensions. Implementing the framework through an iterative process, using justification criteria to manage movement among tiers, alongside equity considerations, will support adaptation to changing environmental and social conditions and contribute to risk reduction at scale. Though this approach is focused on U.S. flood management and adaptation, prioritizing risk reduction, elimination of risk, and accommodation of hazards over the defense against threats not only has global applicability to flood adaptation, but should also be evaluated for applicability to other climate-driven challenges. © 2022 Elsevier B.V., All rights reserved."
10.1088/1748-9326/ac9325;"Although cities globally are increasingly mobilizing re-naturing projects to address diverse urban socio-environmental and health challenges, there is mounting evidence that these interventions may also be linked to the phenomenon known as green gentrification. However, to date the empirical evidence on the relationship between greenspaces and gentrification regarding associations with different greenspace types remains scarce. This study focused on 28 mid-sized cities in North America and Western Europe. We assessed improved access to different types of greenspace (i.e. total area of parks, gardens, nature preserves, recreational areas or greenways [i] added before the 2000s or [ii] added before the 2010s) and gentrification processes (including [i] gentrification for the 2000s; [ii] gentrification for the 2010s; [iii] gentrification throughout the decades of the 2000s and 2010s) in each small geographical unit of each city. To estimate the associations, we developed a Bayesian hierarchical spatial model for each city and gentrification time period (i.e. a maximum of three models per city). More than half of our models showed that parks—together with other factors such as proximity to the city center—are positively associated with gentrification processes, particularly in the US context, except in historically Black disinvested postindustrial cities with lots of vacant land. We also find than in half of our models newly designated nature preserves are negatively associated with gentrification processes, particularly when considering gentrification throughout the 2000s and the 2010s and in the US. Meanwhile, for new gardens, recreational spaces and greenways, our research shows mixed results (some positive, some negative and some no effect associations). Considering the environmental and health benefits of urban re-naturing projects, cities should keep investing in improving park access while simultaneously implementing anti-displacement and inclusive green policies. © 2022 Elsevier B.V., All rights reserved."
10.1016/j.envsci.2022.08.001;Greening and green regeneration have been developed as a major strategy for improving quality of life in cities and neighbourhoods. Greening policies and projects are being applied at both the citywide and the neighbourhood level for various reasons, such as adaptation to climate change and the improvement of housing and living conditions as well as wellbeing and health. Urban policies, plans, and programmes have increasingly employed greening strategies to make urban neighbourhoods more attractive, to improve quality of life, and to provide residents with recreational space. At the same time, greening is increasingly “exploited” by market-oriented regeneration and construction strategies. The new critical debates on eco-gentrification—or distributional, procedural, and interactional injustices—are discussing emerging conflicts or trade-offs between green regeneration and the social or housing market impacts, as well as analysing the role of greening and green regeneration with respect to the (re)production of socio-spatial inequalities and injustices. Set against this background, our paper provides a comparative analysis of two cases—?ód? Stare Polesie (Poland) and Leipzig's inner east (Germany)—and has a threefold purpose: first, it seeks to analyse interconnections between greening policies and justice concerns. To operationalise the aforementioned interconnections, we will, second, develop an operational model that looks at interconnections as a process and applies a justice perspective that focuses on a multidimensional, intersectional, relational, and context- and policy-sensitive understanding of justice. Third, the paper seeks to detect how a contrasting comparison can help us to come to a better and more comprehensive understanding of the interconnections between green regeneration and justice. The study itself builds on primary research about the two cases from earlier projects. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2022.06.018;Justice and fairness have become key considerations in sustainability pathways and nature-based solutions (NBS), following activists and critical scholars who have long argued that the urban environment is an inherently political space that requires an analysis of benefits and burdens associated with its existence, use, and access. However, what justice means and how it is expressed, recognized, or achieved is often implicit in the literature on NBS, even though underlying notions of justice shape the analysis done and actions proposed. This paper starts from the premise that justice knows many different interpretations, therefore warranting scholars and practitioners working on NBS to carefully consider the differences and frictions between competing meanings of justice. Drawing from the history of social and environmental justice theory, we give an account of some key justice dilemmas and discuss their tenets as it relates to the end, means, and participants in the making of justice. From this, we draw out questions and commitments academics and practitioners in the NBS space should grapple with more explicitly. We argue that the emergent tension between pragmatic policy approaches and critical theoretical engagement is hindering a version of NBS that goes beyond a reflection of the justice implications of NBS to ensuring that NBS contributes to the furthering of justice. We advocate for the inclusion of critical social sciences and humanities perspectives and approaches beyond tokenism to instead encourage ontological, epistemological, and political reflection of the work academics and practitioners do in the NBS space. © 2023 Elsevier B.V., All rights reserved.
10.1016/j.landurbplan.2022.104506;Urban green infrastructure is central to integrated climate responses linking ecosystem services and social equity within urban planning for extreme heat in cities. This study examines the extent to which temperature regulating services from green infrastructure influence electricity consumption along with socio-economic gradient across urban neighbourhoods of Taipei Basin, Taiwan. Socio-ecological inequality was found to follow a complicated pattern, whereby green polarisation was revealed - both privileged and deprived neighbourhoods had greener and cooler environments. Yet, household salary was a more important factor for determining the increase of electricity consumption in summer than environmental attributes of greenspace proportion, distance to waters and temperature. Indigenous populations were socio-economically more disadvantaged, but they tended to receive greater cooling services from semi-natural areas and increased electricity usage less in summer. Neighbourhoods with a higher female proportion of population were less green, but socio-economically more privileged. In line with this spatial pattern, this study draws attention to the need to take various kinds of green infrastructure into account in a heat adaptation plan, and prioritise greening initiatives in areas which are subject to joint disparity in natural cooling services and economic capacity for house cooling. © 2022 Elsevier B.V., All rights reserved.
10.1016/j.scitotenv.2022.156687;The role of urban green space (UGS) in mitigating the urban heat island (UHI) effect has been demonstrated in a growing body of literature. However, the potential influence of the spatial equity of UGS distribution on the UHI effect has largely been overlooked. The present study aims to identify this potential influence using the spatial equity of UGS and the land surface temperature (LST) as measures of UGS spatial distribution and UHIs, respectively. A comprehensive spatial distribution map of UGS was generated by combining the UGS coverage fraction data within urban impervious pixels and the green cover data outside urban impervious pixels. Then, the spatial equity of UGS distribution across all urban impervious pixels was determined using the Gini coefficient. In addition, an LST map was derived using the thermal infrared spectral bands of Landsat 8 OLI/TIRS products. A case study of Dongguan, a highly urbanized city in China, showed that (1) the distribution of both UGS and LSTs were spatially aggregated in all the towns of the city, (2) the LST of urban impervious pixels was negatively correlated with the area of surrounding UGS, and (3) the Gini coefficient of UGS was positively correlated with the proportion of hot and cool areas, but negatively correlated with the proportion of medium-hot and medium-cool areas. These findings indicate that increasing the amount of UGS is beneficial to the reduction of urban average LSTs, while promoting the spatial equity of UGS distribution is conducive to reducing the spatial aggregation of LSTs within urban areas, thereby improving the overall urban thermal environment. Therefore, as a nature-based solution, promoting the spatial equity of UGS distribution could enhance the overall cooling effect of UGS more effectively at the city scale, and thus further underpin the sustainable development of the urban environment. © 2022 Elsevier B.V., All rights reserved.
10.1016/j.envsci.2022.06.020;Nature-Based Solutions (NBS) have been advocated for their potential to contribute to the making of sustainable and just cities. However, a growing body of research shows that NBS cannot inherently provide just outcomes and might instead (re)produce environmental injustices. This research explores NBS for stream/river restoration in ‘informal’ areas, showing how riparian margins have become spaces of conflict. It draws lessons from two linear parks integrated into neighbourhood regeneration strategies in São Paulo. Data were collected from household surveys and focus group discussions to examine local populations’ values towards stream restoration. They provide understandings of residents’ perceptions towards multiple health and safety risks and concerns over contested responsibilities, notably revealing that local preferences for stream burial have been shaped by persisting waste dumping issues. An environmental justice lens helps highlight the limited integration of plural social and cultural values into project plans. This further helps draw lessons on ways to address local conflicts and integrate multiple socio-environmental values into NBS planning, with support from policy tools that allow stronger community engagement. Findings also support the identification of justice pathways for NBS in informal settings. The analysis of material and interpretative human-environment relationships provides evidence of opportunities for NBS to be integrated into everyday uses of local space and pre-existing environmental caring practices. For this, communities need to have stronger influence over decisions affecting them. The research thereby demonstrates that NBS will only become a mechanism for ecological recovery with city-wide benefits if marginalised groups are better included in their planning. © 2023 Elsevier B.V., All rights reserved.
10.3726/b19893;Climate change is one of the major challenges of our time. Escalating climate disasters like storms, floods, and dry spells lead to disruptions, social conflicts, and unrest. This book elucidates the reality of climate adaptation related challenges and needs in vulnerable territories. It considers cities, land use, anticipatory governance, and the role of civil society, as well as early warning systems and nature-based solutions. The research also highlights major obstacles such as funding, knowledge gaps, trade-offs, social justice, and multi-stakeholder cooperation. The book is unique in that it unites a variety of perspectives and examples from different regions to develop a thorough and nuanced perspective on potential climate change solutions and the barriers to behavioral change at all levels of climate-related decision making. © 2022 Elsevier B.V., All rights reserved.
10.3390/ijgi11090490;The mitigation of urban heat islands (UHIs) is crucial for promoting the sustainable development of urban areas. Geographic information systems (GISs) together with satellite-derived data are powerful tools for investigating the spatiotemporal distribution of UHIs. Depending on the availability of data and the geographic scale of the analysis, different methodologies can be adopted. Here, we show a complete open source GIS-based methodology based on satellite-driven data for investigating and mapping the impact of the UHI on the heat-related elderly risk (HERI) in the Functional Urban Area of Padua. Thermal anomalies in the territory were mapped by modelling satellite data from Sentinel-3. After a socio-demographic analysis, the HERI was mapped according to five levels of risk. The highest vulnerability levels were localised within the urban area and in three municipalities near Padua, which represent about 20% of the entire territory investigated. In these municipalities, a percentage of elderly people over 20%, a thermal anomaly over 2.4 °C, and a HERI over 0.65 were found. Based on these outputs, it is possible to define nature-based solutions for reducing the UHI phenomenon and promote a sustainable development of cities. Stakeholders can use the results of these investigations to define climate and environmental policies. © 2022 Elsevier B.V., All rights reserved.
10.1016/j.ufug.2022.127682;To address the inter-connected climate and biodiversity crises, it is crucial to understand how multifunctional urban green infrastructure (UGI) is perceived to contribute to carbon neutrality, biodiversity, human well-being, and justice outcomes in cities. We explore how urban residents, including youth, associate carbon-related meanings with multifunctional UGI and how these meanings relate to co-benefits to biodiversity, well-being, and broader sustainability outcomes. Our findings are based on a survey distributed among urban residents of Helsinki, Finland (n = 487) and reveal how carbon-related meanings of UGI manifest at different levels of abstraction, agency, and scale, and incorporate community values and concerns attributed to the planning, features, functions, and transformational dimensions of UGI. Core carbon-related meanings of UGI emphasize either actions towards sustainability, carbon neutrality, biodiversity, or unfamiliarity towards such meanings. Perceived justice concerns and the socio-demographic contexts of the respondents covaried with carbon-related meanings associated with UGI. The results illustrate community perceptions of how it is not only possible, but rather expected, that multifunctional UGI is harnessed to tackle climate change, human well-being, and biodiversity loss in cities. Challenges for implementing the carbon-related benefits of UGI include navigating the different expectations placed on UGI and including residents with diverse socio-economic backgrounds during the process. Our findings contribute to a holistic understanding of how multifunctional UGI can help bridge policy agendas related to carbon neutrality, biodiversity protection, and human well-being that cities can implement when aiming for sustainable, just, and socially acceptable transitions towards a good Anthropocene. © 2022 Elsevier B.V., All rights reserved.
10.1016/j.cities.2022.103792;Policy advocacy to address socioeconomic and racial/ethnic inequities in access to urban green space (e.g., parks) in the U.S. and elsewhere are often stymied by two dominant narratives on green space reinforced by politicians, business leaders, and mainstream media. The first argues that green space is “nice to have” but not necessary, and the second frames green space as “universally good” for economic development. In this paper, we study counter-narratives to push for equitable green space policy relying on qualitative research with 30 U.S. policy advocates about their experiences with green space equity work. We find that counter-narratives to the “nice to have” narrative could frame green space as essential, multifunctional, and resilient infrastructure. Also, counter-narratives to the “universally good” narrative could describe green space as a setting for equitable development, cultural representation and inclusiveness, and healing for people of color. Further, counter-narratives should be tailored to specific policy campaigns by targeting audiences, seizing historical opportunities (e.g., COVID-19 pandemic), and centering the stories of disadvantaged people. These findings can be interpreted through the lens of structural racism and can provide pathways forward for advocates seeking to achieve green space equity through policy change and power building. © 2022 Elsevier B.V., All rights reserved.
10.1007/s13280-022-01723-1;Blue Carbon Ecosystems (BCEs) help mitigate and adapt to climate change but their integration into policy, such as Nationally Determined Contributions (NDCs), remains underdeveloped. Most BCE conservation requires community engagement, hence community-scale projects must be nested within the implementation of NDCs without compromising livelihoods or social justice. Thirty-three experts, drawn from academia, project development and policy, each developed ten key questions for consideration on how to achieve this. These questions were distilled into ten themes, ranked in order of importance, giving three broad categories of people, policy & finance, and science & technology. Critical considerations for success include the need for genuine participation by communities, inclusive project governance, integration of local work into national policies and practices, sustaining livelihoods and income (for example through the voluntary carbon market and/or national Payment for Ecosystem Services and other types of financial compensation schemes) and simplification of carbon accounting and verification methodologies to lower barriers to entry. © 2022 Elsevier B.V., All rights reserved.
10.3390/su14169887;This paper aims to expand the current debate concerning the implementation of health-related innovations by employing the rights-based approach. Specifically, we address the challenges related to the implementation of technological and Nature-Based Solutions (NBS) from the right to the city perspective. As a result, we present a comprehensive Civil City Framework that involves the synergic use of ICT tools and participation models to mobilize grassroots potential for building healthier cities, while ensuring equity and respect for diverse needs. We explain the participatory and technological aspects of implementing and monitoring innovative NBS, involving data gathering through environmental sensors, personal wristbands, and smartphone apps. Finally, we highlight opportunities and challenges stemming from the use of health- and environment-monitoring technologies. To build such a vision one needs to reconceive the city as commons, enabling collective action of city residents and cooperation between different local stakeholders. This can be achieved by embedding a pentahelix approach of multi-governance in urban planning, based on a close interaction between five key stakeholders, including public authorities, industry and business sector, academia, civil society organizations, and individual citizens. © 2022 Elsevier B.V., All rights reserved.
10.1016/j.hydroa.2022.100127;A robust multi-functional framework for widespread planning of nature-based solutions (NBS) must incorporate components of social equity and hydro-environmental performance in a cost-effective manner. NBS systems address stormwater mitigation by increasing on-site infiltration and evaporation through enhanced greenspace while also improving various components of societal well-being, such as physical health (e.g., heart disease, diabetes), mental health (e.g., post-traumatic stress disorder, depression), and social cohesion. However, current optimization tools for NBS systems rely on stormwater quantity abatement and, to a lesser extent, economic costs and environmental pollutant mitigation. Therefore, the objective of this study is to explore how NBS planning may be improved to maximize hydrological, environmental, and social co-benefits in an unequivocal and equitable manner. Here, a novel equity-based indexing framework is proposed to better understand how we might optimize social and physical functionalities of NBS systems as a function of transdisciplinary characteristics. Specifically, this study explores the spatial tradeoffs associated with NBS allocation by first optimizing a local watershed-scale model according to traditional metrics of stormwater efficacy (e.g., cost efficiency, hydrological runoff reduction, and pollutant load reduction) using SWMM modeling. The statistical dispersion of social health is then identified using the Area Deprivation Index (ADI), which is a high-resolution spatial account of socioeconomic disadvantages that have been linked to adverse health outcomes, according to United States census properties. As NBSs have been shown to mitigate various adverse health conditions through increased urban greening, this improved understanding of geospatial health characteristics may be leveraged to inform an explicit representation of social wellness within NBS planning frameworks. This study presents and demonstrates a novel framework for integrating hydro-environmental modeling, economic efficiency, and social health deprivation using a dimensionless Gini coefficient, which is intended to spur the positive connection of social and physical influences within robust NBS planning. Hydro-environmental risk (according to hydro-dynamic modeling) and social disparity (according to ADI distribution) are combined within a common measurement unit to capture variation across spatial domains and to optimize fair distribution across the study area. A comparison between traditional SWMM-based optimization and the proposed Gini-based framework reveals how the spatial allocation of NBSs within the watershed may be structured to address significantly more areas of social health deprivation while achieving similar hydro-environmental performance and cost-efficiency. The results of a case study for NBS planning in the White Oak Bayou watershed in Houston, Texas, USA revealed runoff volume reductions of 3.45% and 3.38%, pollutant load reductions of 11.15% and 11.28%, and ADI mitigation metrics of 16.84% and 35.32% for the SWMM-based and the Gini-based approaches, respectively, according to similar cost expenditures. As such, the proposed framework enables an analytical approach for balancing the spatial tradeoffs of overlapping human-water goals in NBS planning while maintaining hydro-environmental robustness and economic efficiency. © 2023 Elsevier B.V., All rights reserved.
10.3390/atmos13071027;Nature-based solutions (NbS) present an opportunity to reduce rising temperatures and the urban heat island effect. A multi-scale study in Toronto, Ontario, Canada, evaluates the effect of NbS on air and land surface temperature through two field campaigns at the micro and meso scales, using in situ measurements and LANDSAT imagery. This research demonstrates that the application of NbS in the form of green infrastructure has a beneficial impact on urban climate regimes with measurable reductions in air and land surface temperatures. Broad implementation of green infrastructure is a sustainable solution to improve the urban climate, enhance heat and greenspace equity, and increase resilience. © 2022 Elsevier B.V., All rights reserved.
10.1002/eet.1987;The last half-a-century has seen a marked demand for authentic citizen participation in public policy-and decision-making, not least in the field of sustainability. The depth and forms of citizen engagement in nature-based solutions (NBS), for example, and how such participation shapes their trajectories is gaining increasing attention. In this paper, we analyze current forms and implications of citizen participation in 58 NBS case studies conducted in 21 cities in the light of supporting wider sustainability goals. Our results show that while tokenistic forms dominate citizen participation across a variety of NBS contexts, collaborative multi-stakeholder forms of engagement do not automatically lead to enhanced ecological functions. Deeper forms of engagement, however, strengthen and diversify both expected and unexpected social outcomes, including social learning, enhanced sense of belonging, environmental stewardship, and inclusiveness and equity, in general. Driven by neoliberal austerity logic governments often cede power to NBS promoters whose interests predefine an intervention's vision of nature. Deeper levels of participation are hence limited by inherent institutional structures, neoliberal regimes and the lack of trust among actors involved. These limitations can be partially bridged by strengthening relational and reflexive capacities of public institutions. Focusing on the process of citizen engagement and creating multiple arenas for discussion could bring out new voices and narratives and also transform the culture of participation. © 2022 Elsevier B.V., All rights reserved.
10.1016/j.envres.2022.112869;A growing literature shows that green space can have protective effects on human health. As a marginalized group, women often have worse life outcomes than men, including disparities in some health outcomes. Given their marginalization, women might have “more to gain” than men from living near green spaces. Yet, limited research has deliberately studied whether green space-health associations are stronger for women or men. We conducted a systematic review to synthesize empirical evidence on whether sex or gender modifies the protective associations between green space and seven physical health outcomes (cardiovascular disease, cancer, diabetes, general physical health, non-malignant respiratory disease, mortality, and obesity-related health outcomes). After searching five databases, we identified 62 articles (including 81 relevant analyses) examining whether such effect modification existed. We classified analyses based on whether green space-health were stronger for women, no sex/gender differences were detected, or such associations were stronger for men. Most analyses found that green space-physical health associations were stronger for women than for men when considering study results across all selected health outcomes. Also, women showed stronger protective associations with green space than men for obesity-related outcomes and mortality. Additionally, the protective green space-health associations were slightly stronger among women for green land cover (greenness, NDVI) than for public green space (parks), and women were also favored over men when green space was measured very close to one's home (0–500 m). Further, the green space-health associations were stronger for women than for men in Europe and North America, but not in other continents. As many government agencies and nongovernmental organizations worldwide work to advance gender equity, our review shows that green space could help reduce some gender-based health disparities. More robust empirical studies (e.g., experimental) are needed to contribute to this body of evidence. © 2022 Elsevier B.V., All rights reserved.
10.1007/s13280-021-01685-w;Nature-based solutions (NBS) were introduced as integrated, multifunctional and multi-beneficial solutions to a wide array of socio-ecological challenges. Although principles for a common understanding and implementation of NBS were already developed on a landscape scale, specific principles are needed with regard to an application in urban areas. Urban areas come with particular challenges including (i) spatial conflicts with urban system nestedness, (ii) specific urban biodiversity, fragmentation and altered environments, (iii) value plurality, multi-actor interdependencies and environmental injustices, (iv) path-dependencies with cultural and planning legacies and (v) a potential misconception of cities as being artificial landscapes disconnected from nature. Given these challenges, in this perspective paper, we build upon and integrate knowledge from the most recent academic work on NBS in urban areas and introduce five distinct, integrated principles for urban NBS design, planning and implementation. Our five principles should help to transcend governance gaps and advance the scientific discourse of urban NBS towards a more effective and sustainable urban development. To contribute to resilient urban futures, the design, planning, policy and governance of NBS should (1) consider the need for a systemic understanding, (2) contribute to benefiting people and biodiversity, (3) contribute to inclusive solutions for the long-term, (4) consider context conditions and (5) foster communication and learning. © 2022 Elsevier B.V., All rights reserved.
10.3390/land11040579;"Much has been debated regarding the environmental and economic aspects that conform the pillars of sustainability in nature-based solutions (NbSs). However, the social implications are lagging behind in both theory and practice. NbSs are not inherently socially and environmentally just and they might not work for or benefit everyone. On the contrary, they may lead to unequal environmental tradeoffs influencing therefore community acceptance. This research explored the different levels of community acceptance of NbSs in the Tordera delta (Catalonia) through struc-tured interviews and Q-methodology with representative stakeholders. It pretended to contribute to more just NbS discussions by identifying variables of community acceptance through a socio-environmental perspective. The results exposed existing socio-economic and socio-spatial differences that cause unequal co-benefits and tradeoffs among stakeholders of the area. Three distinctive discourses were identified: (1) NbSs as an opportunity to re-naturalize the river; (2) the possibility of NbS implementation if aligned with the current socio-economic structure of the delta; and (3) the belief in a hybrid NbS future, combining grey infrastructure and NbSs. Building on those results and discussions, the paper reflected on a restructuration of the delta’s governance through further collaborative processes to seek a more socio-environmentally just and inclusive NbSs in the area. © 2022 Elsevier B.V., All rights reserved."
10.1016/j.cosust.2022.101168;Smart city development is expanding rapidly globally and is often argued to improve urban sustainability. However, these smart developments are often technology-centred approaches that can miss critical interactions between social and ecological components of urban systems, limiting their real impact. We draw on the social-ecological-technological systems (SETS) literature and framing to expand and improve the impact of smart city agendas. A more holistic systems framing can ensure that ‘smart’ solutions better address sustainability broadly and extend to issues of equity, power, agency, nature-based solutions and ecological resilience. In this context, smart city infrastructure plays an important role in enabling new ways of measuring, experiencing and engaging with local and temporal dynamics of urban systems. We provide a series of examples of subsystems interactions, or ‘couplings’, to illustrate how a SETS approach can expand and enhance smart city infrastructure and development to meet normative societal goals. © 2022 Elsevier B.V., All rights reserved.
10.1017/sus.2022.4;"Non-technical summary Many conservation initiatives call for 'transformative change' to counter biodiversity loss, climate change, and injustice. The term connotes fundamental, broad, and durable changes to human relationships with nature. However, if oversimplified or overcomplicated, or not focused enough on power and the political action necessary for change, associated initiatives can perpetuate or exacerbate existing crises. This article aims to help practitioners deliberately catalyze and steer transformation processes. It provides a theoretically and practically grounded definition of 'transformative conservation', along with six strategic, interlocking recommendations. These cover systems pedagogy, political mobilization, inner transformation, as well as planning, action, and continual adjustment. Technical summary Calls for 'transformative change' point to the fundamental reorganization necessary for global conservation initiatives to stem ecological catastrophe. However, the concept risks being oversimplified or overcomplicated, and focusing too little on power and the political action necessary for change. Accordingly, its intersection with contemporary biodiversity and climate change mitigation initiatives needs explicit deliberation and clarification. This article advances the praxis of 'transformative conservation' as both (1) a desired process that rethinks the relationships between individuals, society, and nature, and restructures systems accordingly, and (2) a desired outcome that conserves biodiversity while justly transitioning to net zero emission economies and securing the sustainable and regenerative use of natural resources. It first reviews criticisms of area-based conservation targets, natural climate solutions, and nature-based solutions that are framed as transformative, including issues of ecological integrity, livelihoods, gender, equity, growth, power, participation, knowledge, and governance. It then substantiates six strategic recommendations designed to help practitioners deliberately steer transformation processes. These include taking a systems approach; partnering with political movements to achieve equitable and just transformation; linking societal with personal ('inner') transformation; updating how we plan; facilitating shifts from diagnosis and planning to action; and improving our ability to adjust to transformation as it occurs. Social media summary Curious about stemming the global biodiversity and climate crises? Browse this article on transformative conservation! © 2022 Elsevier B.V., All rights reserved."
10.1016/j.ecolind.2022.108714;Ecological Security Patterns (ESPs) are important nature-based solutions for ecological problems caused by urbanization and industrialization. Previous studies on ESPs focus on natural conditions only, yet do not incorporate the need for social equity. This study aims to address this quandary for the study area of Wuhan by identifying and extracting ecological sources and ecological corridors, followed by an ecological sensitivity assessment, minimum cumulative resistance model and buffer analysis, in order to construct and optimize ecological security patterns. The optimization for the construction of the most suitable ecological security patterns relies on social equity aspects, including the quality of urban ecological services and the improvement of the well-being of urban residents. The results demonstrate: (1) There are 19 ecological sources in Wuhan and 51 ecological corridors with a total length of 840.10 km. (2) To cater for the optimization of social equity needs, it was necessary to add one additional amendment source, with an area of 14.89 km2, and 25 new amendment corridors with a total length of 287.8 km. (3) Optimizing the ecological security patterns in Wuhan is possible through the derivation of an ecological restoration area, ecological improvement area, ecological control area and ecological shield area. The results indicate the feasibility of simultaneously protecting urban ecological security and realizing social equity. © 2022 Elsevier B.V., All rights reserved.
10.1007/978-3-030-89525-9_4;"This chapter presents a framework for the identification of challenges, and the planning and implementation of nature-based solutions taking into account the complexities of cities in the developing world, in particular Brazil. It focuses on the interactions between environmental, socio-cultural and technological aspects of the context, both in terms of its challenges and pathways for the implementation of nature-based solutions (NBS). In its first part, the chapter presents the definition of the framework. The second part applies it to the case of the Federal District in Brazil. The chapter shows that (1) these aspects are strongly interlinked, supporting the need for the development and application of systemic and integrative planning frameworks; (2) the values of urban nature are contextually driven, hence local knowledge must be employed in order to maximise the benefits of ecosystem services (ES) implementation and minimise potential perceived and tangible disservices; (3) social equity need to frame the spatial distribution of ES arising from NBS and include environmental resilience; (4) revisiting both formal and informal urban morphology patterns can further potentialise the mainstreaming of NBS; (5) the application of NBS developed for formal urban spaces can fall short of applicability in informal contexts, yet informality can be a source of innovation for NBS if considered from within; and finally, (6) that expanding the use of digital technologies and tools for data acquisition, processing, and modeling can enhance local governments’ ability to build better scenarios and improve evidence-based planning. The results can help urban areas in similar contexts face the challenges of implementing NBS in city and regional planning. © 2023 Elsevier B.V., All rights reserved."
x;Landscape architecture has been one of the great contributions of the Modern Movement, both in spatial and aesthetic terms and in terms of its social commitment, which substantially improved the quality of urban life. Today, much of this heritage is affected by the passage of time or requires adaptation to profound contextual changes. In addition, the global health crisis provoked by COVID 19 exposed conflicts - overdensity, social inequality, lack of community spaces - that reposition public space as one of the priority issues on the urban agenda. In this context, schools of architecture find in the re-use of modern public space an opportunity to integrate in their didactic strategies essential themes of our time: the social, cultural and environmental dimension. However, academic programmes are more focused on the artistic and technical education of the architect and have some resistance to integrate these themes. Instead, concepts and tools such as social participation, gender perspective, intersectional and intercultural approaches, collective memory, nature-based solutions, among others, allow transcending the production of abstract objects to design human and healthy spaces with a true sense of inclusion, equity, diversity and innovation. In this sense, this paper proposes a common pedagogical programme that addresses the potential of integrating the open space produced according to Modern Movement principles into an inclusive public space that takes in consideration the contemporary urban challenges. Combining perspectives and knowledge from the north and south, this educational network is based on didactic and research projects developed in Europe (Coimbra, Portugal) and South America (Buenos Aires, Argentina and Campinas, Brazil). © 2023 Elsevier B.V., All rights reserved.
10.1007/978-3-031-07301-4_6;As cities around the world are increasingly facing the impacts of climate change, a growing number of municipalities are leading collaborative projects to adapt schools to rising temperatures. The implementation of nature-based solutions (NBS) is highlighted as an important component to be included in these initiatives given their multifunctional and cost-effective character. However, the challenges and upscaling opportunities of these pioneering projects are still not well understood nor systematically studied on a comparative basis. This study explores and compares three European pilot nature-based projects aiming to make schools more resilient to climate change impacts while creating other co-benefits for children and the wider local community. These projects are Oasis (Paris), Climate Shelters (Barcelona) and Care in School Environments (Madrid). Building on a framework for assessing the co-benefits of urban NBS, the comparative analysis explores the selection criteria of schools and their equity implications, the multifunctional role of NBS beyond climate adaptation, the main aspects and challenges related to the co-design process and the subsequent project implementation and the potential for upscaling at the city level. Based on this exploration, we contend that nature-based climate adaptation projects in schools can be a spearhead for a wider community-based strategy towards urban resilience. © 2022 Elsevier B.V., All rights reserved.
10.1080/08111146.2022.2093184;This paper presents a typology of ecological injustice hotspots for targeted design of nature-based solutions to guide planning and designing of just cities. The typology demonstrates how the needs and capabilities of nonhuman nature can be embedded within transitions to multi- and interspecies relational futures that regenerate and protect urban social-ecological systems. We synthesise the findings of previous quantitative and qualitative analyses to develop the Ecologically Just Cities Framework that (1) works as a diagnostic tool to characterise four types of urban ecological injustices and (2) identifies nature-based planning actions that can best respond to different types of place-based ecological injustices. © 2022 Elsevier B.V., All rights reserved.
10.5751/ES-13303-270320;Green roofs provide multiple benefits including reducing the urban heat island effect, absorbing stormwater and air pollution, and serving as habitat for wildlife. However, many cities have not taken advantage of green roofs as a nature-based solution. In New York City (NYC), approximately 20% of the landscape is covered by buildings, thus rooftops present a substantial opportunity for expanding green infrastructure. Spatial data on green roofs are critical for understanding their abundance and distribution, what filters may drive spatial patterns, and who benefits from them. We describe the development of a green roof dataset for NYC based on publicly available data and classification of aerial imagery from 2016. Of the over one million buildings in NYC, we found only 736 with green roofs (<0.1%), although there may have been others we did not detect. These green roofs are not evenly distributed in NYC-they are most common in midtown and downtown Manhattan, while most other areas have few to none. Green roofs tend to be more prevalent in parts of NYC with combined sewer systems, but some such areas, and those with the most heat-vulnerable communities, have few if any despite their potential to help ameliorate stormwater and urban heat challenges. Though green roofs are providing some benefits within NYC, we anticipate they are filtered based on dynamics of infrastructure, institutions, and perceptions, rather than targeted to address climate and weather-related challenges. There is substantial opportunity in NYC to increase green roofs, and equity of them. The dataset we developed is publicly available and can serve as a baseline for tracking these assets through time, while supporting further research, conversations, and policies related to the benefits and distribution of green roofs. The underlying methods can also be applied to help fill similar data gaps in other cities. © 2022 Elsevier B.V., All rights reserved.
